86471,Miryam Barad,16045
88582,Raz Barequet,16045
88583,Ronnie Barequet,16045
89733,Ofer Barnea,16045
90312,Robert J. Baron,16045
93361,Guy Baruch,16045
93535,Ohad Barzilay,16045
93926,Tali Basha,16045
99247,Yair Be'ery,16045
102223,Tal A. Beery,16045
103459,Leon Beiner,16045
106142,Yuri Belsky,16045
106538,Rami Ben-Ari,16045
106543,Udi Ben-Arie,16045
106546,Avraham Ben-Aroya,16045
106568,Dafna Ben-Bashat,16045
106570,Moshe Ben-Bassat,16045
106583,Assaf Ben-David,16045
106587,Dan Ben-David,16045
106598,Amir Ben-Dor,16045
106600,Eyal Ben-Dor,16045
106611,Ido Ben-Eliezer,16045
106621,Irad Ben-Gal,16045
106695,Eshel Ben-Jacob,16045
106768,Sonny Ben-Shimon,16045
106773,Liat Ben-Sira,16045
106777,Nir Ben-Tal,16045
106812,Assaf Ben-Yishai,16045
107950,Itzhak Benenson,16045
108560,Yoav Benjamini,16045
110128,Tomer Benyamini,16045
110454,Jonathan Berant,16045
110556,Eric Berberich,16045
110744,Ronen A. Berechman,16045
110779,Shay Beren,16045
111805,Yuval Berger,16045
112758,Omer Berkman,16045
112797,Ido Berkovitch,16045
112932,Stanislav Berlin,16045
113120,Ron Berman,16045
113140,Amit Bermanis,16045
120964,Oded Bialer,16045
125058,Menucha Birenbaum,16045
125065,Slava Birfir,16045
125109,Hadas Birin,16045
125762,Andrew Bishop,16045
126195,Yuval Bistritz,16045
126484,Nir Bitansky,16045
129213,Uri Blass,16045
131095,Efrat Blumenfeld-Lieberthal,16045
131495,Amir Boag,16045
131842,Ben-Zion Bobrovsky,16045
133967,Igor Bogudlov,16045
134498,Rubi Boim,16045
134972,Eli Bokshtein,16045
136684,Arnon Boneh,16045
140203,Ilya Borovok,16045
141397,Shlomy Boshy,16045
141437,Eran Bosis,16045
146659,Shmuel Boyarski,16045
149202,Leonid Brailovsky,16045
149203,Victor L. Brailovsky,16045
149205,Viktor L. Brailovsky,16045
149247,Igor Brainman,16045
151182,Neima Brauner,16045
151218,Andrew Braunstein,16045
151989,Z. Bregman,16045
157299,Abel Browarnik,16045
161896,Altina Buchris,16045
163813,Yossi Bukchin,16045
167384,David Burshtein,16045
167410,David Burstein,16045
188447,Yaron Caspi,16045
195714,Arthur Chai,16045
196191,Yoel Chaiutin,16045
209615,Jonathan Cheifetz,16045
216162,Reuven Chen,16045
230703,Barak Chizi,16045
230742,Eden Chlamtac,16045
236252,Benny Chor,16045
240086,Hung-Kuo Chu,16045
244376,Hagai Cibulski,16045
250872,Eyal Cohen,16045
251083,Moshe Cohen,16045
251111,Ofir Cohen,16045
251134,Rachel Cohen,16045
251165,Saar Cohen,16045
251179,Shahar Cohen,16045
251185,Shimon Cohen,16045
251250,Hadar Cohen-Duwek,16045
251255,Daniel Cohen-Or,16045
255992,Shlomi Constantini,16045
256305,Maurizio Contini,16045
258941,Benjamin Corn,16045
260131,Leo Corry,16045
267082,N. Croitoru,16045
276134,Y. Dagan,16045
281942,Itay Dar,16045
281947,Ronen Dar,16045
283581,Marcelo Dascal,16045
285152,I. David,16045
285354,Ofir Davidovich,16045
290148,Elinor Dehan,16045
296917,Nachum Dershowitz,16045
298776,Daniel Deutch,16045
298861,G. Deutscher,16045
311685,Elya Dolev,16045
312204,Elad Domanovitz,16045
314939,Yoni Donner,16045
315479,Ofer Dor,16045
316146,Ehud Doron,16045
316147,Eran Doron,16045
319310,Vladimir Dreizin,16045
319442,Eli Dresner,16045
319728,Tommy Dreyfus,16045
320313,Eran Dror,16045
320315,Gideon Dror,16045
320324,Oranit Dror,16045
320675,Evgeny Drukh,16045
320676,Natasha Drukh,16045
324307,Shahaf Duenyas,16045
328976,Guy Dvir,16045
328978,Ori Dvir,16045
329703,Nira Dyn,16045
333628,Ido Efrat,16045
335391,Yuli Eidelman,16045
335414,Eran Eidinger,16045
335719,Phillip Ein-Dor,16045
336005,Eli Eisenberg,16045
338624,Ronen Eldan,16045
338628,Michael Eldar,16045
339543,Iddo Eliazar,16045
340561,Shmuel Ellis,16045
342088,Dotan Emanuel,16045
342225,Yuval Emek,16045
344689,Angela Enosh,16045
345176,Assa Ephraty,16045
345347,Boris Epstein,16045
346203,Shai Erez,16045
346205,Uri Erez,16045
350891,Dalia Etzion,16045
351790,Guy Even,16045
352487,Eran Eyal,16045
353739,Gur Fabrikant,16045
354832,Jacob Fainguelernt,16045
355718,Y. Falik,16045
360428,Elza M. Farkhi,16045
362088,Shahar Fattal,16045
363554,Meir Feder,16045
363626,Eitan Federovsky,16045
364396,Micha Feigin,16045
364557,Tal Feingersh,16045
364916,Yifat Felder,16045
364988,Daniel Feldman,16045
365091,Sharona Feldman,16045
367763,Yossi Ferdman,16045
371688,Chaim Fershtman,16045
372400,Amos Fiat,16045
372414,Gadi Fibich,16045
375255,Ehud Finkelstein,16045
376779,Dalia Fishelov,16045
377405,Eitan Fitusi,16045
378354,Eyal Flato,16045
378407,Eli Flaxer,16045
380692,Efi Fogel,16045
383053,Alona Forkosh-Baruch,16045
387769,Yael Frank-Dayan,16045
389347,Avi Freedman,16045
389348,Avraham Freedman,16045
389810,Shiri Freilich,16045
390442,Hanan Frenk,16045
390445,A. Frenkel,16045
390778,S. Freundlich,16045
391249,Emilia Fridman,16045
391398,Amanda Friedenberg,16045
391760,Gil Friedrich,16045
395019,Camil Fuchs,16045
395110,Matthew Fuchs,16045
395118,Moshe B. Fuchs,16045
399025,Miriam Furst,16045
403114,Vered Gafni,16045
403966,Sebastian Gajek,16045
404098,Eran Gal,16045
404188,Nurit Gal-Mark,16045
404194,Zohar Gal-Or,16045
406176,Nicolas Galtier,16045
406813,Alon Gamliel,16045
406942,Iftah Gamzu,16045
408426,Arik Ganot,16045
413735,Moran Gariby,16045
413736,Tal Gariby,16045
417083,L. Gavish,16045
417087,Nir Gavish,16045
417722,Ehud Gazit,16045
419992,Gregory M. Gelles,16045
420034,Eric Gelman,16045
423126,Tanya German,16045
423521,Jonathan M. Gershoni,16045
424156,Guy Geva,16045
429766,Issachar Gilad,16045
429772,Nir Giladi,16045
430055,Itzhak Gilboa,16045
430060,Gail Gilboa-Freedman,16045
431411,David Ginat,16045
431672,Hilla Ginsburg,16045
431726,Nana Ginzbourg,16045
433013,Moti Gitik,16045
434890,Yael A. Glickman,16045
434948,Eli Glikman,16045
434953,Michael Glikson,16045
435448,E. D. Gluskin,16045
437794,Israel Gohberg,16045
438173,Ilan Golani,16045
438281,Daniel Gold,16045
438416,Chen Goldberg,16045
438462,Jason Goldberg,16045
438492,Mati Goldberg,16045
438567,Ran Goldblatt,16045
438646,Idan Goldenberg,16045
438755,Isaac Goldhirsch,16045
438906,Orit Goldman,16045
439062,Oren Goldshtein,16045
439119,Steven Y. Goldsmith,16045
439128,Ofir H. Goldstain,16045
439280,Moise H. Goldstein Jr.,16045
444455,Roman E. Goot,16045
444785,Uri Gophna,16045
445375,Shiri Gordon,16045
445534,Yaron J. Goren,16045
447050,Assaf Gottlieb,16045
449848,Yonatan H. Grad,16045
449909,Noa Gradovitch,16045
453642,Betsy S. Greenberg,16045
454056,Ohad Greenshpan,16045
454071,Hayit Greenspan,16045
454107,Asnat Greenstein-Messica,16045
454111,Iddo Greental,16045
458286,Abraham Grosfeld-Nir,16045
458543,Nadav Grossaug,16045
458744,Zehava Grossman,16045
470281,Moshe Gurfinkel,16045
471657,Menachem Gutman,16045
471689,Shai Gutner,16045
471804,Moshe Guttmann,16045
471810,Nili Guttmann-Beck,16045
471827,Yaffa Gutvirtz,16045
472300,Yaron Gvili,16045
475350,Simi Haber,16045
476212,R. Hadad,16045
476345,M. Haddad,16045
479136,Eli Haim,16045
479380,Iftach Haitner,16045
480196,Nissim Halabi,16045
481914,Dan Halperin,16045
481916,David Halperin,16045
481925,Shay Halperin,16045
486765,Xiaoguang Han,16045
487378,Eran Hanany,16045
487925,Yael Hanein,16045
490888,Smadar Har-Nevo,16045
491345,Dan Haran,16045
491346,Idit Haran,16045
491392,Guy Harari,16045
491966,Sharon Hardof-Jaffe,16045
494642,S. Harrusi,16045
495708,Erez Hartuv,16045
498656,Refael Hassin,16045
498730,Jaime Hasson,16045
500857,Ishay Haviv,16045
505930,Sigalit Hed,16045
510425,Michael Hemmer,16045
511377,Mordechai I. Henig,16045
513303,Ophir Herbst,16045
515839,Marvin Hersh,16045
515883,Arnon Hershkovitz,16045
516273,Hanan Herzberg,16045
517765,Ehud Heyman,16045
523217,Shai Hirsch,16045
523355,Yoram Hirshfeld,16045
523783,Ayal Hitron,16045
526119,K. Hochman,16045
526310,Rani Hod,16045
527490,Donna L. Hoffman,16045
527669,Annette Hoffmann,16045
528589,Roni Hogri,16045
535747,David Horn,16045
536249,Roni Horowitz,16045
559666,Eyal Hurvitz,16045
565135,Ianir A. Ideses,16045
568070,A. Ilyevsky,16045
569733,Itai Incze,16045
570023,Amir Ingber,16045
570911,Alfred Inselberg,16045
571025,Nathan Intrator,16045
571313,Ludimila Ioffe,16045
572553,Dror Irony,16045
577018,Shachar Itzhaky,16045
589187,Moshe Jarden,16045
592498,Avi Jencmen,16045
604448,Daphna Joel,16045
619627,Neri Kafkafi,16045
620918,Tal Kaitz,16045
624699,Simon Kamenkovich,16045
631138,Adi Kapeliuk,16045
631315,Delphine Kaplan,16045
631328,Eyal Kaplan,16045
631341,Haim Kaplan,16045
631372,Lotem Kaplan,16045
634172,Tomer Karin,16045
634913,Arie Karniel,16045
636421,Eugene Kashdan,16045
636444,Roy Kasher,16045
636461,Barak Kashi,16045
643247,Roman Kazinnik,16045
646493,Shay Kels,16045
646531,Itzhak Kelson,16045
646832,Julia Kempe,16045
648363,Boaz Keren-Zur,16045
648757,Michael Kerner,16045
649275,Mustafa Kesal,16045
649840,Loic Kessous,16045
650549,Nir Kfir,16045
654414,Eviatar Khen,16045
654634,Anatoly Khina,16045
654740,Eugene Khmelnitsky,16045
654746,Evgeni Khmlenitsky,16045
659654,Eddo Kim,16045
668872,E. Kinsbron,16045
669110,Alexander Kipnis,16045
670464,Nahum Kiryati,16045
670793,Liat Kishon-Rabin,16045
673710,Manuel Klein,16045
675212,Orit Kliper,16045
680617,Noam Koenigstein,16045
682568,Andrei Kojukhov,16045
683991,Eyal Kolman,16045
684188,Giora Kolotov,16045
688635,Yaron Koral,16045
688755,Amos D. Korczyn,16045
688897,Eli Koren,16045
688910,Jenny Koren,16045
689264,Guy Korland,16045
689284,Simon Korman,16045
689673,M. A. Korostishevsky,16045
691163,Boris Kostenko,16045
692362,Igal Kotzer,16045
694874,Michael M. Kozlov,16045
698932,Ram Krips,16045
700215,Michael Krivelevich,16045
701805,Meir Krupsky,16045
708657,Vered Kunik,16045
710080,Konstantin Y. Kupeev,16045
710165,Martin Kupiec,16045
719116,Boaz Lachover,16045
720644,Dana Lahat,16045
720653,Orly Lahav,16045
726182,Ori Landau,16045
727952,Gideon Langholz,16045
729060,Ofer Lapid,16045
731008,Keren Lasker,16045
733781,Jacob Lavee,16045
733903,Inbal Lavi,16045
733904,Jonah Z. Lavi,16045
733910,Yair Lavi,16045
735231,Lior Lazar,16045
750240,Ehud Lehrer,16045
750958,Moshe Leiba,16045
751019,G. Leibovitch,16045
751024,Itai Leibowitz,16045
751533,Eran Leiserowitz,16045
755307,Alon Lerner,16045
755724,Moshe Leshno,16045
757252,Iddo Lev,16045
757264,Tal Lev-Ami,16045
757272,Galit Lev-Maor,16045
757322,Sharon Levanda,16045
757339,Yishay Levanoni,16045
757342,Arie Levant,16045
757648,Emil Levi,16045
757715,Dany Leviatan,16045
757734,Yaron De Levie,16045
757757,A. L. Levin,16045
757760,Adi Levin,16045
757802,David S. Levin,16045
757803,David Ya. Levin,16045
757814,Eugene Levin,16045
757846,Ilya Levin,16045
757897,Nissan Levin,16045
757918,Stella Levin,16045
758439,Hanoch Levy,16045
758446,Irit Levy,16045
758505,Meital Levy,16045
758520,Nir Levy,16045
758524,Ophir Levy,16045
758598,Yaron Levy,16045
772393,Orly Liba,16045
773253,Dario G. Liebermann,16045
774057,Guy Lifschitz,16045
774073,Asi Lifshitz,16045
784868,Chaim Linhart,16045
786809,Arik Litichevskey,16045
786849,Roee Litman,16045
786897,Simon Litsyn,16045
787123,Rotem Littman,16045
787161,Shay Litvak,16045
787219,Lior Litwak,16045
795794,Dror Livnat,16045
799723,Yuval Lomnitz,16045
803057,Shelly Lotenberg,16045
826649,Ari Magal,16045
827012,Oded Magger,16045
830658,Dganit Maimon,16045
830660,Oded Maimon,16045
832275,Erez Makavy,16045
835509,Boris A. Malomed,16045
837453,E. Mandelbaum,16045
839938,Nathan Manor,16045
840465,Yishay Mansour,16045
841964,Yael Maon,16045
842000,Itay Maoz,16045
842001,Shahar Maoz,16045
843988,Dror Marcus,16045
844488,Michael Margaliot,16045
846431,Sharon Marko,16045
846612,Gad Markovich,16045
847157,Emanuel Marom,16045
847158,Erez Marom,16045
847165,Tal Marom,16045
847181,Adi Maron-Katz,16045
854490,Ayala Mashiah-Yaakovi,16045
855343,Gilad Mass,16045
856865,Nissim Matatov,16045
858035,Yariv Matia,16045
858063,Yossi Matias,16045
861582,Barouch Matzliach,16045
863195,Arnaldo Mayer,16045
863360,Naama Mayer,16045
863866,Itay Mayrose,16045
872886,Moti Medina,16045
872980,Duccio Medini,16045
873199,Alexander Medvedovsky,16045
875588,Isaac Meilijson,16045
875885,Ronen Meiri,16045
877234,Renana Meller,16045
878566,Ran Mendelson,16045
878948,David Mendlovic,16045
881813,Carmi Merimovich,16045
882254,Eado Meron,16045
882281,Yasmine Meroz,16045
883019,Omer Meshar,16045
883380,Hagit Messer,16045
885231,Michal Meyerovitch,16045
885430,Leonid K. Meyzin,16045
885506,Aviv Mezer,16045
888923,Adrian Mihalache,16045
891241,Gad Miller,16045
891242,Gadi Miller,16045
891667,Ofer Miller,16045
892455,V. D. Milman,16045
892590,Tova Milo,16045
892594,Touvia Miloh,16045
894886,Matti Mintz,16045
894892,Rachel Mintz,16045
894894,Shira Mintz,16045
894986,David Mioduser,16045
905805,Alona Mokhov,16045
915133,Ofer Morgenshtern,16045
917551,Adam Morrison,16045
918930,Amiram Moshaiov,16045
927931,Uzi Murad,16045
933942,Amnon Naamad,16045
934336,Iftach Nachman,16045
934353,Rafi Nachmias,16045
935101,Sara Naftali,16045
935103,Ury Naftaly,16045
939989,Doron Nakar,16045
945356,Assaf Natanzon,16045
945358,Maria Natanzon,16045
945687,M. S. Nathan,16045
945689,Menachem Nathan,16045
945723,Ram Nathaniel,16045
945875,Efri Nattel,16045
946840,Ety Navon,16045
946846,Roy Navon,16045
948121,Danny Nebenzahl,16045
948240,Oren Nechushtan,16045
962096,Alon Nilli,16045
962422,Yigal Nimni,16045
962894,Dor Nir,16045
962897,Israel Nir,16045
963109,Aviv Nisgav,16045
965772,Saar Noam,16045
969776,Nir Nossenson,16045
970684,Slava Novgorodov,16045
970753,Ilya Novikov,16045
972656,Hank Nussbacher,16045
972685,Yahav Nussbaum,16045
972718,Shmuel Nussinov,16045
985636,Mateus de Oliveira Oliveira,16045
986685,Svetlana Olonetsky,16045
987846,Itzhak Omer,16045
990125,Irit Opher,16045
990774,Or Ordentlich,16045
990981,David Oren,16045
991005,Yossef Oren,16045
991033,Yaron Orenstein,16045
991413,Nir Orlev,16045
991706,Efrat Oron,16045
991838,Avishay Orpaz,16045
994448,Zvi Ostfeld,16045
994609,Vladimir Ostrovsky,16045
997396,Samuel Ouzan,16045
997442,Zehava Ovadia-Blechman,16045
999002,Shaul Ozeri,16045
999012,Michal Ozery,16045
999014,Michal Ozery-Flato,16045
1003251,Deganit Paikowsky,16045
1004444,Victor Palamodov,16045
1018699,Michal Parnas,16045
1021188,Benny Pasternak,16045
1021196,Ofer Pasternak,16045
1023785,Boaz Patt-Shamir,16045
1029967,Tatiana Pelc,16045
1030061,Tal Peleg,16045
1032717,Osnat Penn,16045
1034485,Nir Perel,16045
1034708,Rita Perets,16045
1036932,Erez Persi,16045
1043546,Tal Philosof,16045
1044294,Eli Piasetzky,16045
1044514,Joseph Shmuel Picard,16045
1046808,Arie Pikaz,16045
1046974,Alon Pilberg,16045
1047773,Uri Pincas,16045
1047789,Adi Pinchasi,16045
1050868,Maurizio De Pitta,16045
1053461,Hila Pochter,16045
1056170,Gregory Poltyrev,16045
1059541,Leon Portman,16045
1059681,Juval Portugali,16045
1065164,Ronit Precel,16045
1065799,Noam Presman,16045
1065925,Michael Prestin,16045
1067184,David Primor,16045
1067293,Ido Priness,16045
1071504,Tal Pupko,16045
1072277,Gennady Pustylnik,16045
1081288,Eran Rabani,16045
1081615,Neta Rabin,16045
1081639,Alexander Moshe Rabinovich,16045
1081646,Ella Rabinovich,16045
1082227,Michael M. Radai,16045
1084363,Iftach Ragoler,16045
1085905,Nadav Raichman,16045
1085957,Daniela Raijman,16045
1094594,Dan Raphaeli,16045
1097625,Barak Raveh,16045
1097878,Yiftach Ravid,16045
1098101,Tal Raviv,16045
1098103,Yuval Raviv,16045
1098283,Dror Rawitz,16045
1098797,Asaf Rayitsfeld,16045
1102435,R. Refua,16045
1102614,Oded Regev,16045
1103337,Yoram Reich,16045
1103587,Arie Reichman,16045
1105177,Daniel Reisfeld,16045
1105193,Tamir G. Reisin,16045
1109044,Ilan Reuven,16045
1109049,Shlomi Reuveni,16045
1109294,Boris Revzin,16045
1109481,Iris Reychav,16045
1110501,Zvi Reznic,16045
1111341,G. Riazuelo,16045
1113722,Moty Ricklin,16045
1116001,Noa Ruschin Rimini,16045
1116954,Samuel Rippa,16045
1122490,Yehuda Roditty,16045
1127405,Roni Romano,16045
1128274,Dana Ron,16045
1128500,Boaz Ronen,16045
1130701,Ricky Rosen,16045
1131098,Moshe Rosenfeld,16045
1131155,Isaac Rosenhouse,16045
1132223,Saharon Rosset,16045
1132224,Shmuel Rosset,16045
1133256,Yehudah Roth,16045
1135038,Dmitry Rovniagin,16045
1137126,Bella Rubin,16045
1137203,Natan Rubin,16045
1137322,Liel Rubinsky,16045
1137327,Ariel Rubinstein,16045
1137355,Nimrod D. Rubinstein,16045
1137364,Shlomi Rubinstein,16045
1137365,Udi Rubinstein,16045
1138469,Amit Ruf,16045
1140401,Eytan Ruppin,16045
1147541,Yair Sade,16045
1147723,Ilan Sadeh,16045
1147983,Ilan Sadka,16045
1148610,Edgar Rene Saenz,16045
1149061,Shmuel Safra,16045
1149086,Ido Safruti,16045
1149371,Keren Saggie,16045
1149372,Keren Saggie-Wexler,16045
1149447,Assaf Sagi,16045
1149503,Shmuel Sagiv,16045
1149613,Ami Saguy,16045
1150013,Sigal Sahar,16045
1150014,Carmit Sahar-Pikielny,16045
1156746,Amir J. Salomon,16045
1156751,Benjamin G. Salomon,16045
1157514,Hanania T. Salzer,16045
1158332,Dov Samet,16045
1160305,Ben Sandbank,16045
1166662,Helen Sarid,16045
1171244,Riki Savaya,16045
1172605,Tzur Sayag,16045
1174437,Jonathan Schonheim,16045
1175612,Mariano Schain,16045
1179095,Dvir Schirman,16045
1182883,Yaar Schnitman,16045
1184701,Daniel Schreiber,16045
1184732,Ilan Schreiber,16045
1187072,Zeev Schuss,16045
1187950,Schraga Schwartz,16045
1187978,Yaron Schwartz,16045
1191128,Ilya Sedelnikov,16045
1191983,Eyal Segalis,16045
1192006,Yaron Segalov,16045
1192181,Eli Segev,16045
1192881,A. Seidman,16045
1194423,Assaf Sella,16045
1195302,Sarit Semo,16045
1200058,Ophir Setter,16045
1201574,Ronen Shabo,16045
1201594,Lior Shabtay,16045
1201749,Ran Shadmi,16045
1202098,Ofer Shafir,16045
1202121,Allon Shafrir,16045
1202122,David Shafrir,16045
1202125,Nira Shafrir,16045
1202960,Amir Shaham,16045
1202994,Allon Shahar,16045
1203558,Ofer Shai,16045
1203559,Offer Shai,16045
1203564,Ben-Zion Shaick,16045
1203819,Uri Shaked,16045
1203821,Yaniv Shaked,16045
1204125,M. Shalev,16045
1204127,Ori Shalev,16045
1204171,Alon Shalita,16045
1204207,E. Shalman,16045
1204216,Eran Shalom,16045
1204356,Ziv Shami,16045
1204404,Ron Shamir,16045
1205991,Yaron Shany,16045
1206677,Yair Shapira,16045
1206678,Yerucham Shapira,16045
1206986,Roded Sharan,16045
1207385,Micha Sharir,16045
1208347,Eran Sharon,16045
1208803,Maxim Shatsky,16045
1208848,Hayim Shaul,16045
1208864,Arie Shaus,16045
1208911,Nir Shavit,16045
1208917,Yuval Shavitt,16045
1209281,Amir Shay,16045
1209940,Gabi Shefer,16045
1209944,Adam Sheffer,16045
1209950,Nadav Sheffer,16045
1209978,Orit Shefi,16045
1210289,Jacob Sheinvald,16045
1212832,Amir Shenhav,16045
1213531,Itay Sherman,16045
1217765,Shimi Shilo,16045
1217766,Yaron Shilo,16045
1217772,Yosef Shiloh,16045
1219056,Yair Shimshoni,16045
1221128,Eran Shir,16045
1222312,Gil Shklarski,16045
1222419,Doron Shmaltz,16045
1222449,Doron Shmilovitz,16045
1222690,Ben Shofty,16045
1222703,Barack Shoham,16045
1222987,Amit Shomrat,16045
1223111,Gadi Shor,16045
1223119,Roy Shor,16045
1223589,Ilana Shraga,16045
1224089,Leonid Shtilman,16045
1225017,Nadav Shulman,16045
1225023,Alexandra Shulman-Peleg,16045
1225275,Irena Shur,16045
1225329,Eli Shusterman,16045
1225335,Eugenii Shustin,16045
1225470,Daphna Shwarts-Asher,16045
1228025,Shmuel Sifrony,16045
1228051,Michael Sigal,16045
1231266,Y. Silver,16045
1231287,Dana Silverbush,16045
1234445,Gonen Singer,16045
1234522,Sigmond Singer,16045
1235893,Tiratha Raj Singh,16045
1238411,Yesha Y. Sivan,16045
1238571,Gregory I. Sivashinsky,16045
1239440,Alexey Skidanov,16045
1241556,Alba Sloin,16045
1241617,T-Y. Slonim,16045
1242528,Yakov S. Smetanich,16045
1245050,Lev Smolyar,16045
1245077,Meir Smorodinsky,16045
1246019,Jakov Snyders,16045
1246948,Nir A. Sochen,16045
1246951,Eran Socher,16045
1247125,Sasha Sodin,16045
1247337,Aya Soffer,16045
1248445,Eilon Solan,16045
1248446,Zach Solan,16045
1249452,Amira Solomovici,16045
1250270,Naftali Sommer,16045
1254314,Nir B. Sopher,16045
1254399,Motti Sorani,16045
1259285,Fanny Sperber,16045
1259621,Israel Spiegler,16045
1260362,Hedva Spitzer,16045
1260412,Michal Spivak,16045
1264575,Inna Stainvas,16045
1266255,Amit Stark,16045
1267022,Uri Stav,16045
1269070,David M. Steinberg,16045
1269514,Tal Steinherz,16045
1270384,S. S. Stepanov,16045
1270387,Sergey A. Stepanov,16045
1270895,Tal Sterenzy,16045
1274491,Lewi Stone,16045
1274690,Danny Stopler,16045
1276322,Edilberto Strauss,16045
1277819,Rene Struik,16045
1283941,Udi Suissa,16045
1290138,Vladimir Suplin,16045
1294380,Firas Swidan,16045
1296821,Dilza Szwarcman,16045
1297558,Amnon Ta-Shma,16045
1300057,Yaniv Taigman,16045
1303559,Liad Tal,16045
1305137,Arie Tamir,16045
1314606,Aryeh Taub,16045
1314618,Shai Taub,16045
1315272,Ami Tavory,16045
1316651,Dov Te'eni,16045
1316819,Marc Teboulle,16045
1317530,Mike Teitel,16045
1318111,Moshe Telem,16045
1319732,Roee Teper,16045
1319761,Moshe Teplitsky,16045
1323714,Yahali Theodor,16045
1330574,Omer Tikolsky,16045
1332212,Asher Tishler,16045
1333421,Eran Toch,16045
1334978,Eran Toledo,16045
1335024,Sivan Toledo,16045
1340440,Dan Touitou,16045
1341979,Boris A. Trakhtenbrot,16045
1342973,Sigal Trattner,16045
1344022,Sarit Tresser,16045
1344548,Sergey Tridenski,16045
1345385,Omer Tripp,16045
1345940,Eran Tromer,16045
1352551,Gilad Tsur,16045
1355201,Moshe Tur,16045
1355723,Eli Turkel,16045
1357640,Shmuel S. Tyszberowicz,16045
1357695,Moran Tzafrir,16045
1358051,Elad Tzoreff,16045
1358118,Yoav Tzruya,16045
1358136,Michal Tzur,16045
1358554,Anatoli Uchitel,16045
1360545,Igor Ulitsky,16045
1360700,Alfons Ullmann,16045
1361919,Giora Unger,16045
1362730,Hanoch Ur,16045
1363395,Daniel Urieli,16045
1370897,Oron Vanunu,16045
1376421,Yaron Velner,16045
1378426,Elad Verbin,16045
1380290,Ronen Versano,16045
1380898,Rita Vesterman,16045
1384086,Dan Vilenchik,16045
1388852,B. Vogel,16045
1388882,E. Vogel,16045
1391566,Lev Vozovoi,16045
1396446,Robert H. Walden,16045
1413356,Jan Wasilewski,16045
1413509,Erez Wasserman,16045
1414827,P. G. Watson,16045
1415345,Mati Wax,16045
1420164,Ron Wein,16045
1420269,Nir Weinberger,16045
1420427,Uri Weingart,16045
1420560,Ela Weinsberg,16045
1420561,Udi Weinsberg,16045
1420575,Amit Weinstein,16045
1420587,David M. Weinstein,16045
1420588,Ehud Weinstein,16045
1420620,Ron Weinstein,16045
1420794,E. Weis,16045
1420845,Eytan Weisberger,16045
1421009,Tzahi Weisman,16045
1421021,A. Weiss,16045
1421036,Anthony J. Weiss,16045
1421108,George Weiss,16045
1421268,Shlomo Weiss,16045
1421487,Mali Weisz,16045
1429136,David R. Widder,16045
1430151,Ady Wiernik,16045
1435612,Guy Windreich,16045
